relative_path,size_bytes,sha256
thesis_results/THESIS_RESULTS_HANDOFF_20260623/00_overview/project_documentation/THESIS_METHODOLOGY_TECHNICAL_SUMMARY.md,49695,c6e9ce81ed7c4747c0e9826486bb0186af8b529c84fc6a25fc2937a83788cf60
thesis_results/THESIS_RESULTS_HANDOFF_20260623/00_overview/project_documentation/THESIS_PREDICTIVE_MODEL_ARCHITECTURE.md,4374,f480d66ee6ed20e01fb47b2de7c542383e4e18516b9be225bb286380469fd3db
thesis_results/THESIS_RESULTS_HANDOFF_20260623/00_overview/TABLE_INDEX.csv,5138,3e154b7520cdaf409caa5c3fc4853ddd5506d28c79d35fc1e67995e0a620c003
thesis_results/THESIS_RESULTS_HANDOFF_20260623/01_phase1_reproduction/figures/phase1_performance_presentation.svg,5474,8944145849c473a8c512d7b4c7a1be52c6a383ec2d2838fab0a5abe33008f90c
thesis_results/THESIS_RESULTS_HANDOFF_20260623/01_phase1_reproduction/tables/generated_similarity_summary.csv,3112,f2bbcc0b5b4dbcecc0f1c60d86fdd4e92e2f4eb6bc7c447b6dfd3d885c5fe929
thesis_results/THESIS_RESULTS_HANDOFF_20260623/01_phase1_reproduction/tables/reproduced_predictive_performance.csv,1088,f74bfe528c19b96b94739b59b26bb0c91b020971698a22b7df39ce5f10b53f21
thesis_results/THESIS_RESULTS_HANDOFF_20260623/01_phase1_reproduction/tables/threshold_summary.csv,2789,7501f83e464e5ef55100f616467b33f38530bd77cba3c7f6168843d7d964db81
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_aulc_f1_initial_10.svg,4095,b0166af54f4933b4b186442c2f48c20fdbb4b38efab626168f12bbbb5d6ca0b9
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_aulc_f1_initial_40.svg,4095,a551272f5de86d494d8c5710b4a09a76717d7994c3ce25cde800f8587daeb077
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_f1_vs_labeled_peptides.svg,13818,62863bd736c4d6d5b370bd916d4e03dcec972cc5f721d005e024fba52328363c
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_holdout_f1_initial_10_vs_labeled_peptides.svg,15536,65086c2d4c68b93355302f14e1718289b1da52074fe7f4b2efacce07ec7dd216
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_holdout_f1_initial_40_vs_labeled_peptides.svg,15540,d13947a3fb1b1fa8dc7cf52ededc12e094a32f77e7d411a098c373b45b5ed31e
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_holdout_labels_to_f1_084_initial_10.svg,3973,2e46fdf0832ea50d231f6621b4559e8bb7710a41c7f966ad92daf28ef46ac3fc
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_holdout_labels_to_f1_084_initial_40.svg,4035,17f526e55cac327a080a984e1689f3ae6a8b3a93b9706cc0f5a25f1836d48223
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_holdout_mean_AULC_F1_initial_10.svg,3970,f6f15a240f77e4691426adc6c682882883e53a0c8a8cf7b70ca612457e9bf9db
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_holdout_mean_AULC_F1_initial_40.svg,3983,f2bc82f05d1f8ca24fa3ab0ea7ee61f235387fae876c79140df25bac3dc0a406
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_holdout_mean_final_Brier_initial_10.svg,3944,d4cfad97105eac5f9034703a26cd13b37bccc69f042821546286a4485df8073f
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_holdout_mean_final_Brier_initial_40.svg,3947,a34f2500cf653cdc5915192ed769eb47fdfa864471585f968c958448795008be
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_holdout_mean_final_F1_initial_10.svg,3967,79b1e73932c7e236ec308ab02f00e662d642ff885e91bf8c41dd259c2e9886f9
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_holdout_mean_final_F1_initial_40.svg,3977,6da2ad41378e81321fb09e021413534257a64cee17a4df03993169d945d8c612
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_holdout_mean_final_PR_AUC_initial_10.svg,3970,98f3faf1d21308787ba1a673ed6b444add3229468b7356836c6a3359e8bd9578
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_holdout_mean_final_PR_AUC_initial_40.svg,3946,7a72cd74ea92ddbe47c10f75e0c0731e9d5f9097761f42b462dd9b3cdab0aabe
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_holdout_pr_auc_initial_10_vs_labeled_peptides.svg,15544,a8667f92a76129b30691a83c147c1c30a927937e7a140cf7faeee7f2fc303537
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_holdout_pr_auc_initial_40_vs_labeled_peptides.svg,15548,8933727740a1c4ff5cf08ecfe3463f0d3d4c3d1a73129f6f0665d95f22a67814
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_labels_to_f1_084_initial_10.svg,4130,14aa071341e54ac2078200b9c6fe4db7b6a66ffc4cd278340f4d54c7ef102816
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_labels_to_f1_084_initial_40.svg,4144,127535f86a4e05ec6ea252dc0c76f484985ea9c2b80bf88ecbe0bfbfc2acd66d
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_mean_final_Brier_by_setup.svg,2443,1eedb3e34c7f98ee2633f63081d8325ec8ea7caa93c36a143d7827c970110961
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_mean_final_ECE_10_by_setup.svg,2444,885d105d940709242390b6a7fd478ef09bb7985fef5f2d0dc5ba8a0c334cb1c1
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_pr_auc_vs_labeled_peptides.svg,13812,418d8472820c42d845e164509a73a7ca55a7191610427c3bc38ac112d81474eb
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_validation_f1_initial_10_vs_labeled_peptides.svg,15539,c0e60918cb976e23ccf38dce0ddda94e15489b093205e7cc35ab79bf67f4b095
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_validation_f1_initial_40_vs_labeled_peptides.svg,15543,d3a0d50b52ed50634e125da9f7791173ebb8bb22a30d6b983f93df3dc6092ee5
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_validation_labels_to_f1_084_initial_10.svg,4004,ce3fec880ab858eb927ab114966654b1c7a59cea5b7414edd2373e8c36eb24ee
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_validation_labels_to_f1_084_initial_40.svg,3959,e9ced5bf5960d26659bb6bf456c5169b7266e5c69a054e6073876c0e99e85cfe
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_validation_mean_AULC_F1_initial_10.svg,3948,8444bb6ae513ae903a0d9a910fef2c80847c287ba890d494b41801b6a22ae8ae
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_validation_mean_AULC_F1_initial_40.svg,3950,7a0a6696be0b2583bdcd378cc241cd20c806084da2b47f70f3511619f2aeb6a1
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_validation_mean_final_Brier_initial_10.svg,3955,985dad4f359b8ed4845bd44460545fe647dab32c4a00661fbd52208398c240fe
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_validation_mean_final_Brier_initial_40.svg,3961,badaa288e17acfdd2edae72f4b908fde0b4c4421b904ee0e34bf6b45ba742644
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_validation_mean_final_F1_initial_10.svg,3966,d30cd10b5e1677e576f1023ddb2fa818dcd77834a56713e63f01a9dd63151385
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_validation_mean_final_F1_initial_40.svg,3955,6e21b6a22f2ced564cc462cc5e7023180ec530d268dfa59a7535da6fbf6ade93
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_validation_mean_final_PR_AUC_initial_10.svg,3947,0fd42f1f188dd21e6cf6557ac726dce75204d76b132b50070763f8c330bbc3f6
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_validation_mean_final_PR_AUC_initial_40.svg,3955,2d862faa8bf1924de3212be06e214566e932de23dc74b2b3b860bb72e5c05b08
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_validation_pr_auc_initial_10_vs_labeled_peptides.svg,15547,cb099d0f798f9e26a77485e755851711d41d471eae3af052f40e306cd3a60d56
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/ablation_validation_pr_auc_initial_40_vs_labeled_peptides.svg,15551,a5da0b96119cdf35aca22a05612774ee198efca52236ed639604c3aa5b113962
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_f1_initial_10_vs_labeled_peptides.svg,7556,1c1fac4fa4b93c4c7c6d40d85087752428fab8a6eb8dd5bc1c8e935dd263be19
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_f1_initial_10_vs_labeled_peptides_thesis_clean.pdf,3776,a67357ae8f6044734244e709b5d1883dd101e0baa827f7d13e676762264a2410
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_f1_initial_10_vs_labeled_peptides_thesis_clean.png,253638,9022f8ca46ee3d18f1a37263d8d6ff0e46d9bbfd03368cbbc8ddd621624cc088
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_f1_initial_10_vs_labeled_peptides_thesis_clean.svg,10599,066749eb7b346c9fe7a2781ed7763d7b5a6276947554ad5b2c1911a553615a6e
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_f1_initial_10_vs_labeled_peptides_thesis_clean_thesis_print.png,243756,0c1fa375071d50030d1912761895b70eed4b2ce87976d67b73586ae21b4745e1
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_f1_initial_10_vs_labeled_peptides_thesis_clean_thesis_print.svg,10424,af69f1a42c9f4b2fc0d21dfb58cee4b3437665a5e4b03349642609a3d5f506f9
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_f1_initial_10_vs_labeled_peptides_thesis_clean_thesis_print_no_title.svg,10256,cbfdb8d8a5f90dddb51ce9651d1945786fe59f8a93566836680b3788445df5dc
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_f1_initial_10_vs_labeled_peptides_thesis_clean_title_removed.svg,10431,db1ff69be31dd4639727029f2e4bdcd7b9ee1a7bbae869752a91da857c90a4b0
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_f1_initial_40_vs_labeled_peptides.svg,7557,91ad8185c5ef083f25df1b52d102f8bf1204dee1b15ba154a3869dedf68bdff4
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_f1_initial_40_vs_labeled_peptides_thesis_clean.pdf,3763,16450d8f89df836fb6a6aba8a95ead97ce7c1ba0d803f4bd8fec9437759baec6
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_f1_initial_40_vs_labeled_peptides_thesis_clean.png,226945,fa83cb588b4239f1121b6a7a5fc7671da2260bf51a509bbcd757a45067f7a278
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_f1_initial_40_vs_labeled_peptides_thesis_clean.svg,10599,001b77c169cda9ad31be0bf94a72a50f8c77f73ac0e3eb0440ad869200507c9c
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_f1_initial_40_vs_labeled_peptides_thesis_clean_thesis_print.svg,10424,f0302f1ab9ff9b8266328e2b223e6a3c58fc821cbd5d17521cc88116de9e6bbc
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_f1_initial_40_vs_labeled_peptides_thesis_clean_thesis_print_no_title.svg,10256,dc63f6fb29dd38f9b3302e80cc81b9f0c0bd6635fb5945af402906dacd9d64f9
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_f1_initial_40_vs_labeled_peptides_thesis_clean_title_removed.svg,10431,33a1e7c8d8c96062a72d010fdc625efe8f3e3f9bb17a9e7312a6830071025208
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_labels_saved_vs_random_to_f1_086_initial_10.svg,4925,218419ec1cbd500847a11f9251e0a327d9eefcece779aff406b07542ce669787
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_labels_saved_vs_random_to_f1_086_initial_40.svg,4922,a828f28b42d307d137babff0830716eb4e688fd2274e46c6d3ab3ec3240e8c65
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_labels_to_f1_084_combined_initial_10_40.pdf,6363,5c5ef4e5397b9eada0ac733a4430fd0bd851628c634c9fe5558e69a0487e6ae5
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_labels_to_f1_084_combined_initial_10_40.png,104153,491c7087a6e855ea53a36c05d0159f56e6c699d8fdf5a41b1dc32fb06951c5df
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_labels_to_f1_084_combined_initial_10_40.svg,8583,d7a6d13a0d851a61b3c0700197f2ca24648784688897ba8f94d1852b363a5d08
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_labels_to_f1_084_initial_10_presentation.svg,4794,996accbe21951589e44b048a7b277c83a8a62938422ce3647714a523d9f4e4a1
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_labels_to_f1_084_initial_40_presentation.svg,5165,18c64cefa2c82ff5dbf487d63a8101c63fa569184e45ef67eac6f26c2e38de09
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_labels_to_f1_086_combined_initial_10_40.pdf,6507,e468ab71c5bb96eda529f18ca662f27917dd7f1735bcd82cbde70c0210ec00bf
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_labels_to_f1_086_combined_initial_10_40.png,103267,080d74ef80f98ce3cdda0a50a03191fdbd4d1686df38c71a2e82d7976090c915
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_labels_to_f1_086_combined_initial_10_40.svg,8799,563c6aa53d6f598a40d8edbeeaa3c4f1ff49a9bdf9d5508e050599f35a19a5a7
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_labels_to_f1_086_combined_initial_10_40_thesis_print.svg,8582,d8d42505d0b610f152052d47fd4034baa9f613b147dd2b89fcc360a0e2688b28
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_labels_to_f1_086_initial_10.svg,2814,454f90d82f18b17e41fbb51a7f3021d864a681d2f8f3618a95237a0e5270621b
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_labels_to_f1_086_initial_40.svg,2816,c47e958a96a83cec4f13c9c1d8532ecfa7512aa13b08ddf4d07721119ce691be
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_mean_AULC_F1_initial_10.pdf,3036,41935f753e1d5a02849ed81e55fe0c42a4739f0a052d141341e403957f211333
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_mean_AULC_F1_initial_10.png,58327,9ec1bdc683344cec0fbd662a8ceb8e4b12670e36bd415a003d6178dc3187b687
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_mean_AULC_F1_initial_10.svg,8440,51b129602c098f2a9dbb6703cc4fb17c77c20a38d83a1e3a5cfd957c761e2118
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_mean_AULC_F1_initial_10_thesis_print.svg,8451,bb98804368b3bbca7e9e6411d516987a760b7ed7683821e6d0a4388b3b2adf3f
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_mean_AULC_F1_initial_40.pdf,3061,b4422ae9ac42eae18b256d70a29d4070268037a15582962f8e56c3ff0dfcca51
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_mean_AULC_F1_initial_40.png,58924,ed76fd36dd9a5197e4ebad1509fa49adcfbc4e55f9341e30625cf68bf640854d
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_mean_AULC_F1_initial_40.svg,8440,b8405febc0ecd1b2ce5e741a1b9bc22731190b06191689fe06a64222448ff236
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_mean_AULC_F1_initial_40_thesis_print.svg,8451,57ea443c3f60f79388e99c9e94525c03faba3ad86ff9e97ba9b791a2f4d1531f
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_mean_final_Brier_initial_10.svg,2804,62a5e64ee6da34350708952928d2e728b56ec3060306dc73aafcc3c304e385a2
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_mean_final_Brier_initial_40.svg,2804,0fbf9f69b583a92d7b6baaec5f46c4d586756968f5ba305b437bc6b26c52fa98
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_mean_final_F1_initial_10.svg,8301,90b3f00ad718dd530abb902c6a88ba9e15a3c764b3515a251b9948a494fb2ed7
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_mean_final_F1_initial_40.svg,8301,49a63e7860b646853997d0fe22a0a558192367263deb6816c8fe412505e996c9
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_mean_final_PR_AUC_initial_10.svg,2799,c56db1d39a77240e4da61d634a0fbaa0e378e0dac12fefa997fc816e80d1ae54
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_mean_final_PR_AUC_initial_40.svg,2799,d3ec2a3bb43e2babcd0676b4e1fcc1af25ec228d01abd563b31caf7280419c5c
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_paired_delta_vs_random_initial_10.svg,5348,8cae9a1149628ae329a9462a6aa356ec7b052340077bb96630e3185e2c62d228
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_paired_delta_vs_random_initial_40.svg,5340,8c5cf72110de4b6f727a395bb8a6c47eecadb7346286c10cf03744575d44323f
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_pr_auc_initial_10_vs_labeled_peptides.svg,7560,434e69800f7f7f3421bd02b6292ba2716918126bb5a49ce0d8de73a8c3c9daae
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_holdout_pr_auc_initial_40_vs_labeled_peptides.svg,7559,293234e91c1d74c870d99656b0fb07dbc823c830ca9cc15f174a28f7374e66ab
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_pairwise_jaccard_heatmap_initial_10.svg,24738,ec6d76e1ca6b99dce21d036adc198cb8e0a67852eabe029db4949825d6a4d639
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_pairwise_jaccard_heatmap_initial_10_presentation.pdf,3531,267d52f0ecf162734689f5c0152775911fb5afb59693bc3d78200e3d75b68773
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_pairwise_jaccard_heatmap_initial_10_presentation.png,126161,21c822624cdf0375234df7d0fa4e7f22c029184ae86e9fa68b220574ddef675f
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_pairwise_jaccard_heatmap_initial_10_presentation.svg,24301,ab5671cfaa6322164a51ec7167116dfaeaa21dde0f56342cf08689fef815f40c
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_pairwise_jaccard_heatmap_initial_10_presentation_thesis_paper_compact.svg,23581,9586c76b1ed25307cfd6c089d4f137129d6a490586c99c3c5e557a3fa1d05c94
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_pairwise_jaccard_heatmap_initial_10_presentation_thesis_print.svg,23573,e6b25fd7e6e64ae5232e18498359cadf8e9cd8af965e8f4f2c29e2525bbda3f2
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_pairwise_jaccard_heatmap_initial_40.svg,24738,762c167661fde501c8ac211389c6546ba1b471b1e0f9b7a7045f81fd5c89f252
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_pairwise_jaccard_heatmap_initial_40_presentation.pdf,3501,6843c861c9b44b92d188c873215f8fd8a58cb2e7b867f2e76e7ded497e44b5ae
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_pairwise_jaccard_heatmap_initial_40_presentation.png,126699,f1096b0ccc8de6592e24026a0284281e245bb37cc8ecbc1e5fd98c2549e53833
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_pairwise_jaccard_heatmap_initial_40_presentation.svg,24301,09ed92a341f0c746fefbf19efa07cdeefb196c52cfc1af3e03056a86d8d331c2
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_pairwise_jaccard_heatmap_initial_40_presentation_thesis_paper_compact.svg,23581,90ab1887ea284547b6f702927abc48eea6ad2987455bdfca7dff0c98b3bfa24f
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_pairwise_jaccard_heatmap_initial_40_presentation_thesis_print.svg,23573,92df9fd217da55e08a1b50204e817a15a3f84400f89e268a7ac4edafff61b57b
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_validation_f1_initial_10_vs_labeled_peptides.svg,7556,a1112022e6f2f11d74f98e85bb2fd3eb3c941c13d3b446ee9151c1331d6a2b9b
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_validation_f1_initial_40_vs_labeled_peptides.svg,7562,9fb1aa1795debbaca8fa7a6798f715dfcefb9109ced3ff0ab2a526d3b9fb1109
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_validation_labels_saved_vs_random_to_f1_086_initial_10.svg,4918,1aa896d168f52b09192628eedcf367ae9fb297d5567beb0bb7da42b1fb4dfc85
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_validation_labels_saved_vs_random_to_f1_086_initial_40.svg,4908,1bbb8dc660e48333ddc1a35c1494d7d67f5cfcf77d14a735b914f025796337e7
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_validation_labels_to_f1_086_initial_10.svg,2817,93c4a51ae20abe40375feab3c630d28a9e9212dcfd8615b5e6b1d37db996b12d
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_validation_labels_to_f1_086_initial_40.svg,2817,44b828b37015f3de7132d17663ba08c0bc74ab606f20f991b076f6025e659eea
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_validation_mean_AULC_F1_initial_10.svg,8302,09172bb67e6ff84cfeafcf61ce95e272b11e548b3619b8d93de695cd7cf2890e
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_validation_mean_AULC_F1_initial_40.svg,8302,d3918dd6360f78dffa67a03cd7fcd038c43ded19134375e7463cec9aefe0f71b
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_validation_mean_final_Brier_initial_10.svg,2807,0e161cfbec7cf231331a71646ee5700354b9b4b65c2b010ea094ac4da60d67ff
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_validation_mean_final_Brier_initial_40.svg,2807,b0519c5da82b54ea0ce1f1e7aa0ba0904ba0c89531d78258f63e8c529437d00e
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_validation_mean_final_F1_initial_10.svg,8304,dba74447be8c268a82e7308a0fbaad0cfd27f87bc265995e80c433fd42efab05
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_validation_mean_final_F1_initial_40.svg,8304,b64a9b7f6e0e0a0d3a70b8073362f1053353b3ff344281b553e050732754a72c
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_validation_mean_final_PR_AUC_initial_10.svg,2802,b297f10c0aaae4c8d69f9146536e172cb2f61bfa8d922158831f982376816436
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_validation_mean_final_PR_AUC_initial_40.svg,2802,28c93dccafc9ae82e8ecd53ef7e54fad902dbe9e56dc86788776383dd80c5137
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_validation_paired_delta_vs_random_initial_10.svg,5345,a9b788c8bf196121925c7593048a70f353ab0bb0513c4368ad38cacf237a49a7
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_validation_paired_delta_vs_random_initial_40.svg,5347,5d4d0f53ab405007b2b11c3e055565d561e0b52787308f066255fa6d47915db3
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_validation_pr_auc_initial_10_vs_labeled_peptides.svg,7554,8668c81e38287a2a13fb55ac48d20b3403860ee02a4bedd6055d85394c87cbe8
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/benchmark_validation_pr_auc_initial_40_vs_labeled_peptides.svg,7569,c7f0048d04c4128212df341670f0983cd91a5412ddf306b1cf828d344f59e6f5
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/phase2_calibration_ensemble_ablation.pdf,16517,eb3697702e00e4733fc4e3902edbee5e59001b206ceac77b22742c4afa4c2a31
thesis_results/THESIS_RESULTS_HANDOFF_20260623/02_phase2_replay/figures/phase2_calibration_ensemble_ablation.svg,14900,a5104e6fa1f26368a885e12fc1efde023723143c9b6d52ec58e6b6d5bd1bb871
